"years_forcing","months_forcing","precipforc_1","tsaforc_1"
6541,10,0.0289323,-1.14662
6541,11,0.0183135,-18.1552
6541,12,0.0177319,-26.3157
6540,1,0.0198654,-27.6154
6540,2,0.00979064,-26.8192
6540,3,0.0180367,-22.3003
6540,4,0.019913,-9.1625
6540,5,0.0393295,3.11264
6540,6,0.0377462,10.5511
6540,7,0.0725618,17.9908
6540,8,0.0221878,14.8956
6540,9,0.0333409,5.60963
6540,10,0.0287574,-6.26674
6540,11,0.0303319,-20.7075
6540,12,0.0292387,-20.8049
6539,1,0.0214921,-36.4328
6539,2,0.0170179,-23.3078
6539,3,0.0170708,-18.2193
6539,4,0.0450967,-10.9258
6539,5,0.0185629,-0.960262
6539,6,0.0402529,9.98105
6539,7,0.0726408,16.3195
6539,8,0.0434155,14.4592
6539,9,0.0434283,5.87907
6539,10,0.0351915,-2.7071
6539,11,0.0364817,-16.2262
6539,12,0.0226347,-31.3429
6538,1,0.0226997,-29.605
6538,2,0.0165973,-19.7
6538,3,0.0192644,-21.0902
6538,4,0.0283864,-9.3283
6538,5,0.0202695,3.90177
6538,6,0.0567094,12.894
6538,7,0.148152,16.8322
6538,8,0.0753298,15.2407
6538,9,0.031706,8.87498
6538,10,0.019688,-0.640821
6538,11,0.0243267,-12.2908
6538,12,0.0160196,-21.8387
6537,1,0.0264411,-22.6296
6537,2,0.00735061,-25.1377
6537,3,0.0177609,-16.1758
6537,4,0.0210211,-7.82689
6537,5,0.0240221,2.60239
6537,6,0.0717613,10.5632
6537,7,0.0680517,14.1023
6537,8,0.0495296,12.722
6537,9,0.0549096,4.20118
6537,10,0.0382456,-2.55089
6537,11,0.0287832,-9.61988
6537,12,0.022967,-25.0241
6536,1,0.0155103,-31.0729
6536,2,0.0232896,-15.4142
6536,3,0.0253781,-15.8799
6536,4,0.0194643,-8.85546
6536,5,0.0240545,1.08622
6536,6,0.0860411,11.2481
6536,7,0.0419585,17.4464
6536,8,0.0670723,14.7397
6536,9,0.0345482,5.18895
6536,10,0.0341723,-1.38316
6536,11,0.0177085,-17.9274
6536,12,0.0203404,-35.6585
6535,1,0.012467,-23.5892
6535,2,0.0152925,-27.8795
6535,3,0.0164271,-22.3375
6535,4,0.0180307,-5.62945
6535,5,0.0225604,4.49338
6535,6,0.0362806,9.80506
6535,7,0.0709854,17.584
6535,8,0.0615679,14.2643
6535,9,0.0316028,8.07609
6535,10,0.0331705,-6.61781
6535,11,0.0281349,-15.3205
6535,12,0.0148516,-28.4273
6534,1,0.00733277,-34.6084
6534,2,0.0114153,-26.2824
6534,3,0.00786355,-19.5395
6534,4,0.0216226,-1.94988
6534,5,0.0359655,4.32065
6534,6,0.0495994,13.149
6534,7,0.0740675,17.1169
6534,8,0.0705049,15.0126
6534,9,0.0388756,7.95485
6534,10,0.0217294,1.28749
6534,11,0.018695,-11.7594
6534,12,0.0281913,-22.7732
6533,1,0.0107086,-36.2747
6533,2,0.0182025,-30.1855
6533,3,0.0128209,-24.683
6533,4,0.0141832,-10.8794
6533,5,0.021861,2.76184
6533,6,0.071192,11.2928
6533,7,0.092295,16.3377
6533,8,0.029388,15.8759
6533,9,0.0410813,4.64799
6533,10,0.04739,-1.68718
6533,11,0.0212086,-13.6561
6533,12,0.0140411,-32.5563
6532,1,0.0228515,-33.0272
6532,2,0.0140506,-28.8514
6532,3,0.0120711,-21.4887
6532,4,0.0292724,-6.43725
6532,5,0.0253138,3.30204
6532,6,0.0704322,10.2956
6532,7,0.0478983,17.9313
6532,8,0.0695281,16.7541
6532,9,0.0594096,5.97697
6532,10,0.030977,-4.70427
6532,11,0.0169107,-23.3972
6532,12,0.0218071,-22.1265
6531,1,0.0129763,-35.2652
6531,2,0.0141784,-26.462
6531,3,0.0164055,-24.1166
6531,4,0.0273867,-8.41146
6531,5,0.0288828,-3.04889
6531,6,0.0416189,8.53162
6531,7,0.029744,15.3133
6531,8,0.0406835,14.6907
6531,9,0.0364257,6.51008
6531,10,0.0331219,-4.22377
6531,11,0.0367678,-19.306
6531,12,0.0234786,-27.5252
6530,1,0.0134788,-33.8869
6530,2,0.0149377,-29.0956
6530,3,0.0130449,-25.4034
6530,4,0.0193888,-11.6572
6530,5,0.0339361,3.61322
6530,6,0.0523787,11.172
6530,7,0.0356734,17.3524
6530,8,0.0406674,16.5003
6530,9,0.0457861,3.54097
6530,10,0.0244528,-1.65925
6530,11,0.0293952,-21.0163
6530,12,0.0423692,-19.8209
6529,1,0.011223,-40.9463
6529,2,0.0170462,-21.7141
6529,3,0.015984,-20.7658
6529,4,0.0191643,-13.0741
6529,5,0.0347019,1.04898
6529,6,0.0756563,9.60123
6529,7,0.0694923,14.7544
6529,8,0.0410032,16.5236
6529,9,0.05591,8.12944
6529,10,0.0337578,-3.834
6529,11,0.0224793,-19.3433
6529,12,0.0259897,-34.2661
6528,1,0.0119223,-42.0966
6528,2,0.011985,-30.0224
6528,3,0.0241409,-14.8459
6528,4,0.0213167,-15.9229
6528,5,0.022899,1.22745
6528,6,0.120138,10.8174
6528,7,0.0703167,18.6277
6528,8,0.0284356,15.5305
6528,9,0.0337073,6.24354
6528,10,0.0269035,-1.61879
6528,11,0.03216,-15.9945
6528,12,0.0228244,-30.3381
6527,1,0.0212792,-26.0054
6527,2,0.01109,-27.6936
6527,3,0.0179586,-18.9963
6527,4,0.0225508,-8.3723
6527,5,0.0235132,1.13846
6527,6,0.0464462,12.4677
6527,7,0.103157,15.9123
6527,8,0.0657421,13.2211
6527,9,0.0243915,7.53721
6527,10,0.0375255,-4.28837
6527,11,0.0212665,-25.129
6527,12,0.0093651,-45.1099
6526,1,0.0141988,-30.5086
6526,2,0.0149275,-29.9712
6526,3,0.0202644,-26.4909
6526,4,0.0227754,-7.54134
6526,5,0.0251931,-0.867214
6526,6,0.0589647,8.81476
6526,7,0.0990987,15.3252
6526,8,0.0646921,13.9002
6526,9,0.0497996,6.94978
6526,10,0.0282785,-11.1768
6526,11,0.0202242,-30.6231
6526,12,0.0167922,-32.4364
6525,1,0.0116456,-40.2799
6525,2,0.019005,-26.1975
6525,3,0.0170114,-17.8908
6525,4,0.021505,-10.9402
6525,5,0.0317051,4.00208
6525,6,0.0525309,12.7212
6525,7,0.0624651,14.6312
6525,8,0.0999567,13.9533
6525,9,0.0406673,6.33281
6525,10,0.0226342,-7.01954
6525,11,0.0240079,-15.3374
6525,12,0.0182955,-26.1576
6524,1,0.0123757,-31.6061
6524,2,0.0173788,-15.7155
6524,3,0.0116345,-30.9034
6524,4,0.0138495,-15.5701
6524,5,0.0172037,1.78308
6524,6,0.0510895,12.4132
6524,7,0.115232,15.927
6524,8,0.0499466,14.5019
6524,9,0.0854457,5.52922
6524,10,0.0301711,-0.14964
6524,11,0.0312004,-20.9803
6524,12,0.0141786,-30.8089
6523,1,0.0058846,-37.48
6523,2,0.00962356,-16.7572
6523,3,0.0105714,-17.0742
6523,4,0.0278291,-8.53774
6523,5,0.0227716,3.27365
6523,6,0.0318687,12.1296
6523,7,0.0692588,17.2186
6523,8,0.0478203,14.6291
6523,9,0.0304263,7.14152
6523,10,0.0287918,-2.37748
6523,11,0.0260937,-23.2445
6523,12,0.0268624,-29.6997
6522,1,0.0218837,-30.7611
6522,2,0.0156281,-30.2903
6522,3,0.0185699,-24.5771
6522,4,0.0153245,-15.1228
6522,5,0.0207351,0.843601
6522,6,0.0460727,10.7662
6522,7,0.038102,14.8157
6522,8,0.057905,13.6781
6522,9,0.0583425,6.39586
6522,10,0.0504412,-3.59968
6522,11,0.0268039,-20.6962
6522,12,0.0271285,-25.2913
6521,1,0.0179075,-31.7616
6521,2,0.0286717,-27.6494
6521,3,0.0101529,-18.3174
6521,4,0.0185659,-8.39003
6521,5,0.0257206,0.264744
6521,6,0.0581174,10.2589
6521,7,0.12698,18.2296
6521,8,0.0905961,13.5885
6521,9,0.0411452,6.23152
6521,10,0.0339146,-2.32795
6521,11,0.0276849,-14.0848
6521,12,0.0100709,-28.7973
6520,1,0.0141436,-28.0008
6520,2,0.0217123,-18.8806
6520,3,0.0183436,-12.8414
6520,4,0.0241227,-9.17052
6520,5,0.0241676,4.57099
6520,6,0.0734585,12.0771
6520,7,0.0741483,16.8804
6520,8,0.0786115,13.7082
6520,9,0.0598185,7.41566
6520,10,0.0429813,-7.14326
6520,11,0.0197389,-15.9248
6520,12,0.0199489,-24.401
6519,1,0.00646716,-35.4077
6519,2,0.011782,-28.9471
6519,3,0.0236771,-16.4543
6519,4,0.0212988,-4.94457
6519,5,0.0345476,5.61493
6519,6,0.0770725,11.5975
6519,7,0.0904617,16.4552
6519,8,0.0523651,15.3083
6519,9,0.0536896,5.10038
6519,10,0.0269753,-1.12404
6519,11,0.0250554,-24.8393
6519,12,0.0261696,-17.8186
6518,1,0.0292306,-21.8144
6518,2,0.0203003,-17.8786
6518,3,0.0185111,-17.4091
6518,4,0.0234509,-5.55629
6518,5,0.0127426,3.9675
6518,6,0.104265,10.935
6518,7,0.0494363,15.0541
6518,8,0.0580221,13.1623
6518,9,0.0351266,7.00334
6518,10,0.058634,-2.74968
6518,11,0.0348241,-15.0683
6518,12,0.0270676,-26.495
6517,1,0.015053,-31.347
6517,2,0.0133029,-30.453
6517,3,0.0153032,-23.4288
6517,4,0.0166213,-8.03328
6517,5,0.0145869,-1.59298
6517,6,0.0429286,12.1181
6517,7,0.0636449,15.003
6517,8,0.0687403,13.139
6517,9,0.0256075,6.87132
6517,10,0.0261005,-1.65916
6517,11,0.0218944,-13.0115
6517,12,0.0166258,-21.0877
6516,1,0.0221035,-16.6558
6516,2,0.0181909,-21.68
6516,3,0.0249214,-11.3242
6516,4,0.0245732,-6.26528
6516,5,0.0234157,4.36234
6516,6,0.0514216,10.3604
6516,7,0.10635,16.6501
6516,8,0.150907,14.1867
6516,9,0.0736973,7.04243
6516,10,0.0326572,-2.4712
6516,11,0.0218163,-20.684
6516,12,0.0309803,-25.0163
6515,1,0.0148091,-41.0594
6515,2,0.0176076,-15.6934
6515,3,0.0102787,-20.3873
6515,4,0.0283787,-3.59032
6515,5,0.0198134,3.68094
6515,6,0.0728781,12.2928
6515,7,0.052207,17.5536
6515,8,0.0473822,16.3475
6515,9,0.0481349,7.23677
6515,10,0.0250533,0.990588
6515,11,0.0328075,-16.194
6515,12,0.0122312,-22.452
6514,1,0.0214233,-32.4243
6514,2,0.0108888,-22.194
6514,3,0.0151282,-18.7786
6514,4,0.0159848,-7.04339
6514,5,0.0210225,0.223087
6514,6,0.059126,11.2102
6514,7,0.103348,15.3695
6514,8,0.0817956,13.3546
6514,9,0.0367231,7.19612
6514,10,0.0276474,-2.22749
6514,11,0.0267909,-20.7841
6514,12,0.0137821,-22.8218
6513,1,0.0186557,-32.8545
6513,2,0.0172453,-29.3275
6513,3,0.0151709,-17.3884
6513,4,0.0231607,-8.58254
6513,5,0.025456,4.14261
6513,6,0.0550028,12.2045
6513,7,0.0586672,15.5211
6513,8,0.0313726,13.3332
6513,9,0.0369372,5.77034
6513,10,0.0483949,-3.72523
6513,11,0.0202748,-21.5439
6513,12,0.0199915,-29.819
6512,1,0.0151259,-34.4543
6512,2,0.0128239,-30.2818
6512,3,0.0251261,-12.7962
6512,4,0.0242976,-8.2817
6512,5,0.0244038,-0.121517
6512,6,0.063813,11.834
6512,7,0.0807753,16.4966
6512,8,0.0520169,14.9401
6512,9,0.0342692,6.52562
6512,10,0.0351814,-7.08375
6512,11,0.0196577,-15.2911
6512,12,0.021133,-29.5274
6511,1,0.0109986,-34.0982
6511,2,0.0104392,-25.9554
6511,3,0.0141154,-16.8603
6511,4,0.0166119,-0.523671
6511,5,0.0248023,4.23413
6511,6,0.0355813,12.993
6511,7,0.0595448,15.9179
6511,8,0.0158138,14.4725
6511,9,0.0473119,9.67036
6511,10,0.0248491,-1.1876
6511,11,0.0296008,-18.2609
6511,12,0.0244363,-26.2928
6510,1,0.00818268,-39.5069
6510,2,0.0187645,-25.0771
6510,3,0.0161461,-14.7044
6510,4,0.0186667,-6.68401
