"years_forcing","months_forcing","precipforc_1","tsaforc_1"
7706,9,0.022491,10.7925
7706,10,0.0297907,-1.2121
7706,11,0.0331812,-18.1684
7706,12,0.0298535,-20.6655
7705,1,0.0286645,-27.6964
7705,2,0.0184929,-22.4617
7705,3,0.0369831,-10.6625
7705,4,0.0319666,-8.25403
7705,5,0.0492672,-0.99715
7705,6,0.0795159,12.7019
7705,7,0.0839158,23.876
7705,8,0.0620877,19.2323
7705,9,0.079569,8.35188
7705,10,0.0489176,4.65564
7705,11,0.0435892,-7.35332
7705,12,0.0120313,-25.9563
7704,1,0.0365155,-39.7506
7704,2,0.0202117,-24.7733
7704,3,0.0132614,-23.7026
7704,4,0.0434057,-5.1012
7704,5,0.0593332,7.73405
7704,6,0.09231,14.4469
7704,7,0.122513,21.9273
7704,8,0.125111,18.5367
7704,9,0.114216,8.36002
7704,10,0.0785747,0.726317
7704,11,0.048581,-13.0908
7704,12,0.0366723,-29.7504
7703,1,0.0227964,-19.4343
7703,2,0.0111545,-21.0184
7703,3,0.0310459,-13.289
7703,4,0.0342631,-6.13511
7703,5,0.0346287,2.38664
7703,6,0.0303219,14.0203
7703,7,0.138739,20.5722
7703,8,0.0929572,18.1006
7703,9,0.0289477,11.724
7703,10,0.049109,2.24866
7703,11,0.0406649,-10.4188
7703,12,0.0169366,-27.1187
7702,1,0.0391546,-29.548
7702,2,0.0107361,-24.7685
7702,3,0.0246503,-11.7215
7702,4,0.0284584,-8.95096
7702,5,0.0412174,4.96858
7702,6,0.073134,18.524
7702,7,0.155483,20.122
7702,8,0.135145,15.9612
7702,9,0.0485544,10.885
7702,10,0.0542751,-3.65665
7702,11,0.0382041,-12.5756
7702,12,0.0157676,-23.8875
7701,1,0.0265617,-25.3695
7701,2,0.00718178,-36.5633
7701,3,0.0186315,-10.2039
7701,4,0.0651795,-6.52161
7701,5,0.0868443,2.58744
7701,6,0.124075,11.9819
7701,7,0.179549,18.7397
7701,8,0.146211,17.1982
7701,9,0.108538,10.2179
7701,10,0.0274184,-0.153596
7701,11,0.0449907,-8.3084
7701,12,0.0297244,-24.5113
7700,1,0.0225403,-25.3809
7700,2,0.0280011,-28.0412
7700,3,0.0272034,-8.02439
7700,4,0.0313599,-5.54386
7700,5,0.0311221,3.00239
7700,6,0.0640508,13.3041
7700,7,0.159865,19.3562
7700,8,0.0509443,17.011
7700,9,0.0966519,10.3519
7700,10,0.0429917,1.77325
7700,11,0.0272567,-18.3284
7700,12,0.0172642,-24.5039
7699,1,0.0301536,-17.4895
7699,2,0.0145011,-31.4502
7699,3,0.025288,-17.8097
7699,4,0.0433119,-7.84684
7699,5,0.0440997,7.33278
7699,6,0.116012,15.2528
7699,7,0.117129,20.0697
7699,8,0.0314646,17.9405
7699,9,0.104476,11.5004
7699,10,0.0620138,0.282287
7699,11,0.0330391,-9.81484
7699,12,0.00970776,-30.1025
7698,1,0.0241529,-28.1467
7698,2,0.0243764,-16.4387
7698,3,0.0284732,-15.1394
7698,4,0.0313315,-1.37699
7698,5,0.0696258,6.73216
7698,6,0.0720873,14.1593
7698,7,0.109509,20.3316
7698,8,0.0753094,16.3999
7698,9,0.0579785,12.3619
7698,10,0.036469,-2.66885
7698,11,0.042638,-9.78643
7698,12,0.0133028,-27.4692
7697,1,0.0240142,-30.6915
7697,2,0.0118361,-28.3153
7697,3,0.0233482,-13.9276
7697,4,0.0304509,-2.44895
7697,5,0.0624932,7.5836
7697,6,0.0769152,15.3437
7697,7,0.104379,19.99
7697,8,0.0852669,16.2116
7697,9,0.0758938,12.841
7697,10,0.0762396,-1.13702
7697,11,0.0522474,-12.7537
7697,12,0.0291505,-19.5714
7696,1,0.022306,-18.1861
7696,2,0.00960288,-17.4679
7696,3,0.0210576,-5.53867
7696,4,0.048329,-4.74647
7696,5,0.0372077,4.87477
7696,6,0.0569828,15.1709
7696,7,0.105434,20.4256
7696,8,0.0786397,17.5732
7696,9,0.0519428,10.8962
7696,10,0.0468425,3.55539
7696,11,0.043114,-10.7342
7696,12,0.0275993,-30.6108
7695,1,0.0320893,-26.1497
7695,2,0.0181803,-22.3771
7695,3,0.0205901,-15.8749
7695,4,0.0171608,-6.87546
7695,5,0.0306661,7.64924
7695,6,0.0264985,15.7099
7695,7,0.0620957,21.4539
7695,8,0.0906897,19.3781
7695,9,0.0690499,9.96876
7695,10,0.03972,-2.27954
7695,11,0.0487402,-12.5419
7695,12,0.034483,-12.1471
7694,1,0.0270598,-22.5099
7694,2,0.0236774,-17.7643
7694,3,0.0405218,-18.1205
7694,4,0.0251418,-6.77411
7694,5,0.0268864,7.07853
7694,6,0.0896192,12.5144
7694,7,0.111316,21.7964
7694,8,0.0799479,18.5281
7694,9,0.075701,10.398
7694,10,0.01947,4.21167
7694,11,0.052727,-11.9812
7694,12,0.0368052,-23.6992
7693,1,0.0260539,-33.9563
7693,2,0.0175232,-21.8725
7693,3,0.0254035,-20.1417
7693,4,0.0342802,-9.29587
7693,5,0.0184133,2.05616
7693,6,0.0585805,12.1148
7693,7,0.191231,18.7381
7693,8,0.117586,18.2884
7693,9,0.0509787,10.4338
7693,10,0.0881717,0.671996
7693,11,0.019847,-14.8718
7693,12,0.0203519,-21.9804
7692,1,0.0213797,-21.551
7692,2,0.0157835,-25.244
7692,3,0.0250544,-19.2002
7692,4,0.0330849,-8.80552
7692,5,0.0454552,3.58751
7692,6,0.0455955,14.9103
7692,7,0.158331,20.0185
7692,8,0.079427,18.2224
7692,9,0.057649,10.736
7692,10,0.0410545,1.68628
7692,11,0.0490507,-7.16781
7692,12,0.0257004,-25.725
7691,1,0.0247397,-24.5978
7691,2,0.0234461,-22.69
7691,3,0.0305172,-11.6234
7691,4,0.0286117,-2.69178
7691,5,0.0475663,5.10545
7691,6,0.0793295,15.2446
7691,7,0.0929403,20.6755
7691,8,0.100065,17.573
7691,9,0.083552,10.0087
7691,10,0.0382549,-0.00454807
7691,11,0.045476,-13.4722
7691,12,0.0137638,-30.5673
7690,1,0.0255445,-26.281
7690,2,0.0105944,-12.2269
7690,3,0.023358,-12.592
7690,4,0.0275736,-0.00742173
7690,5,0.0356588,7.40495
7690,6,0.0516555,17.0335
7690,7,0.0285892,21.2504
7690,8,0.0708879,17.8491
7690,9,0.0748292,10.1488
7690,10,0.0383432,1.63678
7690,11,0.0394035,-11.9982
7690,12,0.0230298,-26.1318
